,pmid,doi_from_pubmed,year,authors,abstract,reference_code,doi_from_Robert,reference_code_in_online_database
204,9466792,,1998,"Thompson J E, Jordan D B","We describe a multiwavelength method for measuring an enzyme's discrimination of one substrate over another by continuously monitoring the reactions of the two substrates simultaneously. This method is generally applicable to ultraviolet-visible diode array or rapid-scanning spectrophotometers and the measurement requires a single incubation of enzyme with two substrates. Rates at each of the wavelengths may be fit globally by using a nonlinear least-squares fitting procedure which provides adequate statistical analysis. The specificity of trypsin for N-alpha-benzoyl-L-arginine p-nitroanilide (BRpNA) over N-t-butyloxycarbonyl-L-alanine-p-nitrophenylester (BocApNP) was 2.1 as measured by the multiwavelength partition method and 2.3 by comparing the individual kcat/K(m)'s for the two substrates. Multiwavelength analysis was applied to two enzymes in the biosynthetic pathway for fungal melanin: scytalone dehydratase and trihydroxynaphthalene reductase from Magnaporthea grisea. The specificity of trihydroxynaphthalene reductase for 2,3-dihydro-2,5-dihydroxy-4H-benzopyran-4-one compared to scytalone, a natural substrate for the enzyme, was 95. Scytalone dehydratase was eight-fold more specific for 2,3-dihydro-2,5-dihydroxy-4H-benzopyran-4-one than it was for scytalone. Multiwavelength analysis was also used to measure an equilibrium constant of 0.040 for the reaction ¿dihydroorotate + oxonic acid<-->orotate + dihydrooxonic acid¿ catalyzed by dihydroorotate dehydrogenase. Advantages, limitations, and further applications of this steady-state method, which directly measures relative substrate specificities, are delineated. All studies described in this paper were at pH 7.0 and 25 degrees C.",98THO/JOR,10.1006/abio.1997.2490,98THO/JOR_267
205,9326504,,1997,Chamberlin,"Mitochondria isolated from the posterior midgut of the tobacco hornworm (Manduca sexta) contain arginine kinase. The distribution of mitochondrial and cytoplasmic marker enzymes indicates that the presence of mitochondrial arginine kinase is not due to cytoplasmic contamination. Arginine is not oxidized by the midgut mitochondria but, when metabolic substrates and ATP are present, respiration can be initiated by the addition of arginine. Under these conditions, there is no return to State 4 respiration, indicating regeneration of ADP by the arginine kinase reaction. Respiration can be blocked, however, by atractyloside, an inhibitor of the adenine nucleotide translocator. These results indicate that arginine kinase resides outside the matrix. Mitochondrial arginine kinase is specific to l-arginine since analogs of l-arginine are ineffective in stimulating respiration in the presence of ATP. Coupling between the adenine nucleotide translocator and arginine kinase was investigated using kinetic and thermodynamic approaches. There were no differences in the activities of arginine kinase in respiring and non-respiring mitochondria when they were measured at different ATP or arginine concentrations. This result indicates that arginine kinase does not have preferential access to the ATP exported out of the matix. A comparison of the apparent equilibrium constant and the mass action ratio of the arginine kinase reaction also confirms that there is no microcompartmentation of the reaction.",97CHA,,97CHA_622
206,9319107,,1997,"Staples, Suarez","In honeybee flight muscle, there are close matches between physiological flux rates and the maximal activities (Vmax; determined using crude homogenates) of key enzymes catalyzing non-equilibrium reactions in carbohydrate oxidation. In contrast, phosphoglucose isomerase (PGI), which catalyzes a reaction believed to be close to equilibrium, occurs at Vmax values greatly in excess of glycolytic flux rates. In this study, we measure the Vmax of flight muscle PGI, the kinetic parameters of the purified enzyme, the apparent equilibrium constants for the reaction and the tissue concentrations of substrate and product. Using the Haldane equation, we estimate that the forward flux capacity (Vf) for PGI required to achieve physiological glycolytic flux rates is between 800 and 1070 units ml-1 cell water, approximately 45&shy;60 % of the empirically measured Vmax of 1770 units ml-1 cell water at optimal pH (8.0) and low ionic strength (no added KCl). When measured at physiological pH (7.0) and ionic strength (120 mmol l-1 KCl) with saturating levels of substrate, PGI activity is 1130 units ml-1 cell water, a value close to the calculated Vf. These results reveal a very close match between predicted and measured PGI flux capacities, and support the concept of an economical design of muscle metabolism in systems working at very high metabolic rates.",97STA/SUA,,97STA/SUA_1365
207,8910414,,1996,"Li Y, Zhang Y, Yan H","Yeast guanylate kinase was expressed at high level in Escherichia coli using pET-17b vector. It was purified to homogeneity by a simple two-column procedure with an average yield of approximately 100 mg/liter. The steady-state kinetic parameters for both forward and reverse reactions were determined by initial velocity measurements. The turnover numbers (kcat) were 394 s-1 for the forward reaction (formation of ADP and GDP) and 90 s-1 for the reverse reaction (formation of ATP and GMP). Km values were 0.20, 0. 091, 0.017, and 0.097 mM for MgATP, GMP, MgADP, and GDP, respectively. Analysis of the initial velocity patterns indicated a sequential mechanism. GMP was found to have partial substrate inhibition. The substrate inhibition was not competitive with MgATP and could be attributed to formation of the abortive complex guanylate kinase.MgADP.GMP. The equilibrium constant of the reaction was measured under various conditions by NMR and a radiometric assay. The results showed that the steady-state kinetic parameters were consistent with the thermodynamic constant. NMR titration and equilibrium dialysis showed that both substrates and products could bind to free guanylate kinase. The dissociation constants were 0.090, 0.18, 0.029, 0.084, and 0.12 mM for MgATP, ATP, GMP, MgADP, and GDP, respectively. Viscosity-dependent kinetics was used to identify the rate-limiting steps of the reaction. The results indicated that the reaction rate is largely controlled by the chemical step.",96LI/ZHA,,96LI/ZHA_668
208,8639492,,1996,"Arabshahi A, Ruzicka F J, Geeganage S, Frey P A","The reversible reaction of UDP-glucose with imidazole (Im) to produce uridine 5'-phoshoimidazolate (UMPIm) and glucose-1-P is catalyzed by UDP-hexose synthase, which is the mutant H166G of hexose-1-P uridylyltransferase (EC 2.7.7.12) [Kim, J., Ruzicka, F.J., & Frey, P.A. (1990) Biochemistry 29, 10590-10593]. The availability of UDP-hexose synthase allows the equilibrium constant for the reaction UDP-glucose + Im = UMPIm + glucose-1-P to be measured, and it is found to be 2.2 x 10(-2) at pH 8.5 and 27 degrees C. At pH 7.0 and 27 degrees C the equilibrium constant is 6.4 x 10(-4). The equilibrium constant for the formation of the covalent uridylyl-enzyme intermediate of hexose-1-P uridylyltransferase (E-His(166) + UDP-glucose = E-His(166)-UMP + glucose-1-P) is found to be 1.8 x 10(-4) at pH 7.0 and 25 degrees C, which is slightly less favorable than the formation of UMPIm from UDP-glucose and Im. These equilibrium constants, when considered in the light of other data in the literature, allow the standard free energy changes for the hydrolysis of UMPIm and the analogous covalent uridylyl-enzyme intermediate to be calculated. The results show that delta G' degrees (delta G degrees (ph)(7.0)) for the hydrolyses of UMPIm and E-His(166)-UMP are -14.7 and -15.4 kcal mol(-1), respectively at pH 7.0. At pH 8.5, the corresponding values of delta G degrees (ph) (8.5) are -12.6 and -9.9 kcal mol(-1), respectively. It is concluded that noncovalent binding interactions between the active site and the UMP group of E-His(166)-UMP provide little or no stabilization in the formation of this species as an intermediate in the reaction of hexose-1-P uridylyltransferase.",96ARA/RUZ,10.1021/bi952983w,96ARA/RUZ_711
209,7759484,,1995,"Wiseman R W, Kushmerick M J","The hypothesis tested was whether creatine kinase (CK) equilibrates with its substrates and products in the cytosol as if in solution. We used the creatine analogs cyclocreatine (cCr) or beta-guanidopropionate (beta GPA) to test if mass action ratios (gamma) for CK in muscle could be predicted from combined equilibrium constants (Kcomb) measured in solutions mimicking the intracellular environment. Mice were fed cCr or beta GPA and their muscles assayed for substrates and products of the CK reaction by 31P NMR spectroscopy and high performance liquid chromatography. After three weeks of feeding, gamma was indistinguishable from Kcomb in cCr-treated muscles demonstrating both PCr/Cr and phospho-analog/analog must have equilibrated with a constant and uniform cellular ATP/ADP ratio. In beta GPA-treated muscles, gamma was smaller than Kcomb due to a higher content of muscle beta GPA. Feeding beta GPA for 9-12 weeks resulted in a closer agreement between Kcomb and gamma, suggesting ATP/ADP ratios are not uniform within the muscle perhaps due to transient metabolic stress in some cells. From this analysis it follows that calculation of free ADP from the CK equilibrium for a heterogeneous population of cells with respect to total Cr and ATP content is correct only if chemical potentials of these cells are uniform.",95WIS/KUS,,95WIS/KUS_612
210,7827041,,1995,"Schmidt P P, Travers F, Barman T","The structure of the key glycolytic enzyme 3-phosphoglycerate kinase (PGK) is known in detail, but there is little information on its reaction pathway. We have studied its equilibrium and transient kinetics in the direction of 1,3-bisphosphoglycerate (1,3-bis-P-glycerate) production: ATP + 3-P-glycerate<==>ADP + 1,3-bis-P-glycerate. We devised a sensitive method for following this production. PGK is mixed with 3-P-glycerate and [gamma-32P]ATP in a rapid flow quench apparatus. The reaction mixtures are aged for 4 ms or more and then quenched in acid in which any [1-32P]-1,3-P-glycerate decomposes to 3-P-glycerate and 32Pi, which is determined specifically. The Pi reflects accurately the 1,3-bis-P-glycerate in the original reaction mixture, and the kcat obtained is identical to that obtained by the conventional linked assay method with glyceraldehyde-3-phosphate dehydrogenase. This does not support the postulate of a rapid direct transfer of the 1,3-bis-P-glycerate between the kinase and the dehydrogenase [Srivastava, D. K., & Bernhard, S. A. (1986) Science 234, 1081-1086]. We fitted our data to a simple scheme with the formation of binary complexes, the interconversion of substrates to products via ternary complexes, and the release of products. Because of the high turnover of PGK, the work was carried out under cryoenzymic conditions with 40% ethylene glycol in the buffer. The glycol decreased kcat from 80 to 8.5 s-1 (pH 7.5, 4 degrees C), but the Km for 3-P-glycerate and ATP and the equilibrium constants in the scheme were little affected. We carried out two types of experiment.(ABSTRACT TRUNCATED AT 250 WORDS)",95SCH/TRA,10.1021/bi00003a016,95SCH/TRA_581
211,8117730,,1994,"Leu L S, Cook P F","Serine transacetylase from Salmonella typhimurium was purified to near homogeneity. A complete initial velocity study in both reaction directions suggests that the enzyme catalyzes the conversion of acetyl CoA and L-serine to O-acetyl-L-serine (OAS) and coenzyme A (CoASH) by a ping pong bi bi kinetic mechanism. Initial velocity patterns in the absence of added inhibitors in both directions are best described by a series of parallel lines. Product inhibition by OAS is competitive with respect to acetyl CoA and noncompetitive with respect to L-serine, while product inhibition by L-serine is competitive against CoASH and noncompetitive against OAS. Glycine and S-methyl-L-cysteine (SMC) were used as dead-end analogs of L-serine and OAS, respectively. Glycine is competitive against L-serine, and uncompetitive against acetyl CoA, while SMC is competitive against OAS and uncompetitive against CoASH. All of the above inhibition patterns are consistent with those predicted for a single site ping pong bi bi kinetic mechanism. The equilibrium constant for the transacetylase reaction is 15 in the direction of serine acetylation. The constant was measured by monitoring the change in CoASH concentration obtained for reactions in which the ratio of acetyl CoA/CoASH was constant and the ratio of OAS/serine was varied. The Keq calculated from the Haldane relationship is in good agreement with the value obtained by direct measurement.",94LEU/COO,10.1021/bi00175a040,94LEU/COO_409
212,8155816,,1994,"Kishore N, Tewari Y B, Yap W T, Goldberg R N","Apparent equilibrium constants and calorimetric enthalpies of reaction have been measured for the beta-lactamase catalyzed hydrolysis of penicillin G(aq) and ampicillin(aq) to penicillinoic acid(aq) and to ampicillinoic acid(aq), respectively. High-pressure liquid-chromatography and microcalorimetry were used to perform these measurements. The results for the reference reactions at T = 298.15 K and Im = 0 are: Ko = (9.4 +/- 3.1) x 10(-7), delta rGo = (34.4 +/- 1.0)kJ mol-1, delta rHo = -(73.7 +/- 0.4)kJ mol-1, and delta rSo = -(363 +/- 4) J K-1 mol-1 for penicillin G-(aq) + H2O(1) = penicillinoic acid2-(aq) + H+(aq); Ko = (6.0 +/- 3.0) x 10(-6), delta rGo = (29.8 +/- 1.7) kJ mol-1, delta rHo = -(70.0 +/- 7.5) kJ mol-1, and delta rSo = -(335 +/- 26) J K-1 mol-1 for ampicillin-(aq)+ H2O(1) = ampicillinoic acid2-(aq)+H+(aq). Calorimetric enthalpies of reaction for the beta-lactamase catalyzed hydrolysis of cephalosporin C have also been measured but the reaction products have not been identified and the measured enthalpies cannot be assigned to a specific reaction. Acidity constants for ampicillin, penicillin G, ampicillinoic acid, and penicillinoic acid are also reported. A strain energy of 116 kJ mol-1 for the beta-lactam ring is obtained from thermochemical data.",94KIS/TEW,10.1016/0301-4622(93)e0067-f,94KIS/TEW_1045
213,8503876,,1993,"Besson V, Rebeille F, Neuburger M, Douce R, Cossins E A","Plant tissues contain highly conjugated forms of folate. Despite this, the ability of plant folate-dependent enzymes to utilize tetrahydrofolate polyglutamates has not been examined in detail. In leaf mitochondria, the glycine-cleavage system and serine hydroxymethyltransferase, present in large amounts in the matrix space and involved in the photorespiratory cycle, necessitate the presence of tetrahydrofolate as a cofactor. The aim of the present work was to determine whether glutamate chain length (one to six glutamate residues) influenced the affinity constant for tetrahydrofolate and the maximal velocities displayed by these two enzymes. The results show that the affinity constant decreased by at least one order of magnitude when the tetrahydrofolate substrate contained three or more glutamate residues. In contrast, maximal velocities were not altered in the presence of these substrates. These results are consistent with analyses of mitochondrial folates which revealed a pool of polyglutamates dominated by tetra and pentaglutamates. The equilibrium constant of the serine hydroxymethyltransferase suggests that, during photorespiration, the reaction must be permanently pushed toward the formation of serine (the unfavourable direction) to allow the recycling of tetrahydrofolate necessary for the operation of the glycine decarboxylase T-protein.",93BES/REB,10.1042/bj2920425,93BES/REB_352
