,Enzyme:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH,Keq,Km',Experimental conditions,Ionic strength [molal],Enthalpy [kJ/mol],solutes [mol/dm^3],Buffer:,-log[Mg+2],EC Value:,Method:,Ionic strength [mol/dm^3],solutes [molal]
861, glycerate dehydrogenase, (R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),Holzer H.; Holldorf A.; Biochem. Z.; 329 292 (1957).,57HOL/HOL_113,13522707,,296.15,8.0, , , , , , , Tris or diethanolamine, ,1.1.1.29, spectrophotometry, , 
862, glycerate dehydrogenase, (R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),Holzer H.; Holldorf A.; Biochem. Z.; 329 292 (1957).,57HOL/HOL_113,13522707,,296.15,8.4, , , , , , , Tris or diethanolamine, ,1.1.1.29, spectrophotometry, , 
863, glycerate dehydrogenase, (R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),Holzer H.; Holldorf A.; Biochem. Z.; 329 292 (1957).,57HOL/HOL_113,13522707,,296.15,8.8, , , , , , , Tris or diethanolamine, ,1.1.1.29, spectrophotometry, , 
864, glycerate dehydrogenase, (R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),Holzer H.; Holldorf A.; Biochem. Z.; 329 292 (1957).,57HOL/HOL_113,13522707,,296.15,9.0, , , , , , , Tris or diethanolamine, ,1.1.1.29, spectrophotometry, , 
865, glycerate dehydrogenase, (R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),Holzer H.; Holldorf A.; Biochem. Z.; 329 292 (1957).,57HOL/HOL_113,13522707,,296.15,9.4, , , , , , , Tris or diethanolamine, ,1.1.1.29, spectrophotometry, , 
866, L-xylulose reductase, xylitol(aq) + NADP(aq) = L-xylulose(aq) + NADPH(aq),Hollmann S.; Touster O.; J. Biol. Chem.; 225 87 (1957).,57HOL/TOU_56,13416220,,298.15,7.00, , , , , , , Tris (0.05 mol dm-3), ,1.1.1.10, spectrophotometry, , 
867, L-xylulose reductase, xylitol(aq) + NADP(aq) = L-xylulose(aq) + NADPH(aq),Hollmann S.; Touster O.; J. Biol. Chem.; 225 87 (1957).,57HOL/TOU_56,13416220,,298.15,8.00, , , , , , , Tris (0.05 mol dm-3), ,1.1.1.10, spectrophotometry, , 
868, glycine hydroxymethyltransferase, glycine(aq) + acetaldehyde(aq) = L-threonine(aq),Karasek M.A.; Greenberg D.M.; J. Biol. Chem.; 227 191 (1957).,57KAR/GRE_347,13449064,,310.15,7.6,56, , , , , , phosphate (0.001 mol dm-3), ,2.1.2.1, spectrophotometry, , 
869, UDPglucose 4-epimerase, UDPglucose(aq) = UDPgalactose(aq),Maxwell E.S.; J. Biol. Chem.; 229 139 (1957).,57MAX_1249,13491567,,298.15,8.7, , , , , , , glycine (0.1 mol dm-3), ,5.1.3.2, spectrophotometry, , 
870, ornithine carbamoyltransferase, carbamoyl phosphate(aq) + L-ornithine(aq) = L-citrulline(aq) + orthophosphate(aq),Reichard P.; Acta Chem. Scand.; 11 523 (1957).,57REI_362, , ,310.15,7.4, , , , , , , Tris (0.1 mol dm-3), ,2.1.3.3, radioactivity, , 
871, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,5.70, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
872, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,5.94, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
873, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,5.94, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
874, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,5.94, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
875, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,5.99, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
876, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
877, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
878, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
879, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
880, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
881, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.01, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
882, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.01, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
883, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.02, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
884, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.02, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
885, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.03, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
886, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.03, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
887, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.03, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
888, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.03, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
889, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.03, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
890, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.04, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
891, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.04, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
892, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.07, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
893, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.07, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
894, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.07, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
895, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.08, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
896, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.12, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
897, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.34, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
898, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,6.67, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
899, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Robbins E.A.; Boyer P.D.; J. Biol. Chem.; 224 121 (1957).,57ROB/BOY_544,13398392,,303.15,7.00, , , , , , , phosphate, ,2.7.1.1, radioactivity, , 
900, 3-hydroxyisobutyrate dehydrogenase, 3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),Robinson W.G.; Coon M.J.; J. Biol. Chem.; 225 511 (1957).,57ROB/COO_122,13416257,,298.15,10.0, , , , , , , Tris (0.017 mol dm-3), ,1.1.1.31, spectrophotometry, , 
901, 3-hydroxyisobutyrate dehydrogenase, 3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),Robinson W.G.; Coon M.J.; J. Biol. Chem.; 225 511 (1957).,57ROB/COO_122,13416257,,298.15,8.0, , , , , , , Tris (0.017 mol dm-3), ,1.1.1.31, spectrophotometry, , 
902, 3-hydroxyisobutyrate dehydrogenase, 3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),Robinson W.G.; Coon M.J.; J. Biol. Chem.; 225 511 (1957).,57ROB/COO_122,13416257,,298.15,9.0, , , , , , , Tris (0.017 mol dm-3), ,1.1.1.31, spectrophotometry, , 
903, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,4.60, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
904, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,5.01, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
905, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,5.15, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
906, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,5.43, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
907, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,5.70, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
908, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,6.10, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
909, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Rodwell V.W.; Towne J.C.; Grisolia S.; J. Biol. Chem.; 228 875 (1957).,57ROD/TOW_1390,13475367,,303.15,6.65, , , , , , , potassium acetate (0.1 mol dm-3), ,5.4.2.1, spectrophotometry, , 
910, dihydrolipoamide dehydrogenase, dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),Sanadi D.R.; Searls R.L.; Biochim. Biophys. Acta; 24 220 (1957).,57SAN/SEA_323, , ,295.15,7.1, , , , , , , phosphate (0.026 mol dm-3), ,1.8.1.4, spectrophotometry, , 
911, isocitrate lyase, isocitrate(aq) = succinate(aq) + glyoxylate(aq),Smith R.A.; Gunsalus I.C.; J. Biol. Chem.; 229 305 (1957).,57SMI/GUN_1114,13491582,,300.15,7.6,0.029, , , , , , Tris (0.067 mol dm-3), ,4.1.3.1, spectrophotometry, , 
912, 3-hydroxyacyl-CoA dehydrogenase, (S)-3-hydroxybutanoyl-CoA(aq) + NAD(aq) = 3-oxobutanoyl-CoA(aq) + NADH(aq),Stern J.R.; Biochim. Biophys. Acta; 26 448 (1957).,57STE_125, , ,298.15,9.6, , , , , , , , ,1.1.1.35, spectrophotometry, , 
913, 3a-hydroxysteroid dehydrogenase," 5Î±-androstane-3Î±-ol-17-one(aq) + NAD(aq) = 5Î±-androstane-3,17-dione(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_167, , ,298.15,7.0, , , , , , , , ,1.1.1.50, spectrophotometry, , 
914, 3a-hydroxysteroid dehydrogenase," 5Î±-androstane-3Î±,17Î²-diol(aq) + NAD(aq) = 5Î±-androstane-17Î²-ol-3-one(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_170, , ,298.15,7.0, , , , , , , , ,1.1.1.50, spectrophotometry, , 
915, 3a-hydroxysteroid dehydrogenase," 5Î²-androstane-3Î±-ol-17-one(aq) + NAD(aq) = 5Î²-androstane-3,17-dione(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_171, , ,298.15,7.0, , , , , , , , ,1.1.1.50, spectrophotometry, , 
916, 3a-hydroxysteroid dehydrogenase," 5Î²-pregnane-3Î±,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_174, , ,298.15,7.0, , , , , , , , ,1.1.1.50, spectrophotometry, , 
917, 3(or 17)_-hydroxysteroid dehydrogenase," 5Î±-androstane-3Î²,17Î±-diol(aq) + NAD(aq) = 5Î±-androstane-17Î±-ol-3-one(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_177, , ,298.15,7.0, , , , , , , , ,1.1.1.51, spectrophotometry, , 
918, 3(or 17)_-hydroxysteroid dehydrogenase," 4-androstene-17Î²-ol-3-one(aq) + NAD(aq) = 4-androstene-3,17-dione(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_180, , ,298.15,7.0, , , , , , , , ,1.1.1.51, spectrophotometry, , 
919, 3(or 17)_-hydroxysteroid dehydrogenase," 5Î±-pregnane-3Î²,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)",Talalay P.; Rec. Chem. Prog. (Kresge-Hooker Sci. Lib.); 18 31 (1957).,57TAL_182, , ,298.15,7.0, , , , , , , , ,1.1.1.51, spectrophotometry, , 
920, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Vladimirov G.E.; Vlassova V.G.; Kolotilova A.I.; Lyzlova S.N.; Panteleyeva N.S.; Biokhimiya; 22 963 (1957).,57VLA/VLA_545,13499474,,310.15,7.25, , , , , , , glycine, ,2.7.1.1, radioactivity, , 
921, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,288.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
922, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,288.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
923, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,288.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
924, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,10.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
925, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.05, 
926, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.096, 
927, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
928, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
929, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.189, 
930, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.259, 
931, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.376, 
932, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.423, 
933, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.749, 
934, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
935, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
936, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
937, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,293.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
938, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,298.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
939, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,298.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
940, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,298.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
941, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,303.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
942, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,303.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
943, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,303.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
944, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,308.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
945, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,308.15,8.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
946, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Backlin K.-I.; Acta Chem. Scand.; 12 1279 (1958).,58BAC_14, , ,308.15,9.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry,0.1, 
947, ribose-5-phosphate isomerase, D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),Bruns F.H.; Noltmann E.; Vahlhaus E.; Biochem. Z.; 330 483 (1958).,58BRU/NOL_1334,13596391,,273.15,7.5, , , , , , , Tris, ,5.3.1.6, spectrophotometry, , 
948, ribose-5-phosphate isomerase, D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),Bruns F.H.; Noltmann E.; Vahlhaus E.; Biochem. Z.; 330 483 (1958).,58BRU/NOL_1334,13596391,,310.15,7.5, , , , , , , Tris, ,5.3.1.6, spectrophotometry, , 
949, L-ribulose-phosphate 4-epimerase, L-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),Burma D.P.; Horecker B.L.; J. Biol. Chem.; 231 1053 (1958).,58BUR/HOR_1264,13539036,,310.15,7.0, , , , , , , Tris (0.042 mol dm-3), ,5.1.3.4, enzymatic assay, , 
950," a,a-trehalose-phosphate synthase (UDP-forming)"," UDPglucose(aq) + D-glucose 6-phosphate(aq) = UDP(aq) + Î±,Î±-trehalose 6-phosphate(aq)",Cabib E.; Leloir L.F.; J. Biol. Chem.; 231 259 (1958).,58CAB/LEL_432,13538966,,310.15,6.1, , , , , , , , ,2.4.1.15, enzymatic assay and spectrophotometry, , 
951, adenylosuccinate synthase, GTP(aq) + IMP(aq) + L-aspartate(aq) = GDP(aq) + phosphate(aq) + adenylosuccinate(aq),Fromm H.J.; Biochim. Biophys. Acta; 29 255 (1958).,58FRO_1443, , ,310.15,8.0, , , , , , , glycine (0.071 mol dm-3), ,6.3.4.4, spectrophotometry, , 
952, ribitol dehydrogenase, ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),Fromm H.J.; J. Biol. Chem.; 233 1049 (1958).,58FRO2_187,13598730,,310.15,7.4, , , , , , , Tris (0.1 mol dm-3) + HCl, ,1.1.1.56, spectrophotometry, , 
